loan_status,loan_amnt,int_rate,grade,emp_length,home_ownership,annual_inc,age
N,843054,14,A,5,Rent,1972373,44
N,575289,10,B,15,Mortgage,3121048,35
N,662980,8,C,22,Rent,5294276,35
N,569883,9,B,47,Own,5042567,58
N,205181,13,D,29,Own,878966,51
N,198346,12,B,45,Mortgage,12926726,47
N,775788,14,B,49,Mortgage,6327910,40
N,427025,9,A,21,Own,2152080,47
N,541469,9,A,32,Rent,1215367,56
N,130333,10,C,21,Mortgage,6292603,51
N,452802,14,D,23,Rent,6233367,54
N,339515,11,B,21,Mortgage,4040504,28
N,372288,12,A,10,Rent,9046563,56
N,666019,12,D,6,Mortgage,8398863,32
N,888776,9,A,24,Rent,1661864,51
N,815998,7,D,35,Mortgage,7691235,59
N,155051,8,A,15,Own,1032155,55
N,105258,13,D,29,Mortgage,10419501,59
N,666981,11,B,37,Rent,3266907,26
N,455376,12,D,49,Own,1674151,38
N,646010,10,C,16,Rent,7661869,33
N,620538,12,D,33,Own,10333715,25
N,591865,8,D,9,Rent,6391525,55
N,418390,11,B,38,Own,14408835,31
N,113095,14,B,52,Own,2819545,26
N,10631,14,B,49,Mortgage,7399924,35
N,16204,13,B,41,Own,13355228,46
N,636951,8,A,19,Rent,14223337,31
N,11274,14,D,48,Own,10816395,50
N,855025,10,B,22,Mortgage,13210239,27
N,908827,11,A,22,Mortgage,7402837,43
N,936491,7,A,6,Mortgage,10469109,55
N,511980,12,C,49,Mortgage,14971797,56
N,352297,8,B,48,Mortgage,10519073,36
N,618783,9,A,55,Mortgage,14909779,61
N,808085,8,D,44,Mortgage,13939071,31
N,294372,13,C,54,Rent,8889074,61
N,696011,8,C,40,Mortgage,11926317,43
N,55179,11,D,55,Own,3215015,54
N,811032,13,B,36,Rent,11836819,57
N,282134,13,B,39,Rent,7035799,26
N,825192,10,D,16,Own,11166703,34
N,387324,9,D,34,Own,3755015,65
N,670861,10,C,51,Own,3136123,55
N,763545,14,C,16,Mortgage,3666305,47
N,629765,7,B,21,Rent,336824,44
N,900955,9,C,29,Own,6130951,55
N,175358,13,A,8,Mortgage,7274285,42
N,889106,7,B,42,Mortgage,2411182,46
N,405448,12,A,25,Own,6495069,32
N,739764,9,C,34,Mortgage,3652383,38
N,444814,8,D,19,Own,151556,50
N,224725,14,A,6,Rent,14925208,34
N,141383,12,C,46,Own,7292764,26
N,17087,7,B,39,Mortgage,721211,56
N,793615,11,D,20,Own,7761320,33
N,441475,12,A,30,Own,11219547,31
N,855456,7,B,17,Own,8339836,59
N,16575,14,B,52,Rent,8168911,41
N,536304,7,C,5,Mortgage,12771490,28
N,211079,7,A,5,Own,10937926,51
N,673784,9,A,51,Own,2300054,50
N,868867,9,D,50,Mortgage,1931162,59
N,114229,11,D,33,Rent,13507889,44
N,85602,11,C,12,Own,14430512,38
N,479895,7,D,12,Mortgage,13278390,27
N,810502,10,A,53,Rent,956967,27
N,48157,12,C,45,Own,13016004,42
N,533630,9,B,10,Mortgage,6291825,61
N,472608,9,A,49,Rent,9355881,48
N,457452,9,A,9,Own,10876425,46
N,522903,7,C,41,Mortgage,2117306,58
N,609604,12,A,23,Rent,12631218,53
N,206360,9,C,6,Own,14861909,60
N,281432,13,B,11,Rent,7910775,53
N,801899,8,B,54,Own,4301675,43
N,254775,9,B,28,Rent,12665489,27
N,557524,14,C,13,Own,7251037,49
N,592336,9,D,25,Own,4252123,45
N,661590,14,C,52,Rent,1255020,64
N,623005,14,B,50,Rent,12338622,43
N,488484,12,B,11,Rent,1012163,44
N,441478,12,B,50,Rent,1857772,26
N,801716,8,C,28,Rent,11169815,46
N,705391,9,B,14,Own,9766618,54
N,607300,7,D,14,Mortgage,2718138,46
N,178229,11,B,20,Mortgage,8945416,35
N,424200,8,B,34,Rent,3626115,60
N,206842,10,A,50,Own,11616040,51
N,290264,8,B,16,Own,12058708,64
N,646218,7,A,20,Mortgage,5865929,25
N,264354,14,B,52,Rent,4114415,37
N,71027,10,C,8,Mortgage,11824790,57
N,562255,8,C,8,Own,2266768,34
N,683699,9,D,43,Mortgage,3515757,51
N,444645,12,A,31,Mortgage,13765886,54
N,54768,12,B,10,Rent,337614,32
N,364097,8,A,43,Rent,12644410,25
N,736431,8,A,16,Rent,5672845,46
N,172734,12,B,41,Mortgage,7382400,64
N,581939,7,A,46,Mortgage,7721340,41
N,347727,7,B,41,Rent,3288768,57
N,722417,11,D,14,Own,12885559,32
N,371756,13,C,21,Own,2533530,46
N,920940,13,A,42,Mortgage,5265570,54
N,594549,8,D,17,Mortgage,14575798,61
N,850732,14,C,48,Own,11137780,51
N,716636,14,D,13,Rent,12789594,65
N,425610,7,B,49,Mortgage,7940981,61
N,73716,10,D,45,Own,4482455,62
N,635689,9,C,14,Own,220041,46
N,780840,8,D,8,Mortgage,217223,32
N,842266,9,C,15,Own,14099010,40
N,556628,14,A,53,Own,10191444,32
N,444010,9,C,52,Rent,14423188,34
N,677011,8,A,29,Rent,4489947,54
N,667172,14,D,29,Rent,3321999,58
N,708798,9,C,26,Rent,9718432,39
N,543616,14,A,49,Own,10931791,45
N,568219,7,D,17,Mortgage,2442178,49
N,695980,9,A,9,Rent,1591420,57
N,353181,7,C,39,Rent,9533333,43
N,447999,7,C,18,Mortgage,7652933,64
N,864965,8,B,41,Own,3996029,49
N,240329,9,D,35,Own,8308424,58
N,351243,8,B,24,Rent,10705222,47
N,876407,8,C,34,Mortgage,9653120,50
N,631989,14,B,11,Mortgage,10909448,35
N,138159,10,D,41,Mortgage,9254912,65
N,743239,8,D,29,Rent,8353802,35
N,307532,9,D,52,Own,6652827,51
N,941025,10,D,47,Mortgage,10793623,42
N,471267,10,B,50,Rent,12590292,25
N,884645,14,A,34,Mortgage,4461096,34
N,712142,8,C,10,Mortgage,10665704,34
N,542051,7,C,37,Mortgage,1643911,65
N,726204,9,C,16,Mortgage,314153,54
N,116357,14,C,27,Own,2262015,37
N,725091,12,C,52,Own,13281059,44
N,866282,13,C,38,Own,14312495,40
N,70009,13,B,23,Rent,14443316,29
N,557666,8,B,37,Rent,3107266,65
N,430337,10,B,48,Rent,9158307,33
N,349487,9,D,53,Own,4931686,40
N,754484,7,C,54,Rent,4426264,57
N,481786,12,C,17,Rent,1171871,31
N,679716,12,A,31,Mortgage,6429186,50
N,876896,7,B,26,Rent,8601593,39
N,803273,12,D,55,Mortgage,11780106,38
N,418313,8,D,6,Rent,1585404,26
N,525338,7,A,19,Rent,4950397,60
N,444074,8,C,23,Mortgage,11088065,60
N,98426,11,A,5,Mortgage,12239530,49
N,885175,9,B,28,Mortgage,7220123,37
N,902559,10,B,30,Own,13300072,65
N,189850,10,C,52,Own,12781328,44
N,485302,8,D,19,Own,14271846,65
N,900387,7,B,46,Mortgage,1681802,55
N,927893,12,C,12,Mortgage,5168492,41
N,567705,9,A,28,Mortgage,6995869,45
N,30723,8,D,44,Own,4040252,48
N,299903,13,C,9,Mortgage,4337844,63
N,310828,7,A,14,Own,9159062,31
N,411892,14,C,6,Rent,190307,29
N,460028,8,B,29,Mortgage,13931598,49
N,115351,11,B,5,Rent,1818226,50
N,190953,7,B,52,Rent,14334617,38
N,687496,12,A,14,Own,5517275,53
N,603110,7,C,5,Mortgage,7150232,31
N,796181,11,B,36,Rent,1236301,64
N,688452,8,D,15,Rent,6629663,57
N,855863,12,B,16,Rent,7449045,59
N,458646,14,C,55,Rent,1170066,56
N,746328,14,C,39,Mortgage,6394527,38
N,31132,7,C,15,Own,6156099,37
N,947308,10,B,52,Mortgage,1169122,43
N,575202,9,D,47,Rent,4081447,35
N,218422,14,B,11,Own,13260156,25
N,167224,11,B,38,Mortgage,263088,37
N,249690,14,B,31,Mortgage,5090712,30
N,482133,12,D,20,Own,10379797,41
N,110452,7,A,22,Rent,6542493,65
N,99023,7,B,18,Rent,3416414,62
N,387824,10,A,44,Own,3757354,43
N,215998,13,A,29,Own,10554729,37
N,95287,10,B,53,Own,6728191,30
N,646460,8,D,25,Mortgage,13619106,30
N,851651,8,D,22,Rent,8269574,40
N,102445,11,C,19,Mortgage,9020328,39
N,530695,7,A,15,Rent,4037309,63
N,21866,7,C,13,Own,13770384,49
N,752590,7,D,22,Mortgage,11026608,32
N,299926,12,A,20,Mortgage,13143716,47
N,289648,14,A,45,Rent,7648844,33
N,449656,9,D,11,Mortgage,4255469,36
N,538928,12,B,32,Own,11311990,46
N,141788,10,A,55,Mortgage,7215141,48
N,118637,14,A,51,Rent,1261865,29
N,909776,9,C,54,Mortgage,4583654,41
N,835618,12,C,5,Rent,5554974,48
N,199434,7,A,49,Mortgage,8154284,25
N,354026,11,D,43,Rent,11717949,44
N,64382,14,B,41,Rent,2354535,51
N,566181,9,B,45,Own,14130025,59
N,598119,10,A,33,Own,12164557,61
N,764694,8,B,22,Mortgage,13234662,59
N,666314,12,B,9,Mortgage,10697564,43
N,635416,10,C,40,Mortgage,5822284,32
N,264017,9,C,43,Mortgage,14962590,54
N,477152,13,D,17,Rent,10670500,48
N,249618,13,A,27,Own,8062882,36
N,608031,13,B,45,Mortgage,2077592,54
N,168359,7,C,9,Rent,6522948,45
N,441244,12,C,51,Mortgage,4980809,41
N,227616,14,B,14,Mortgage,8132644,41
N,385935,12,C,54,Mortgage,2316359,48
N,531182,8,A,10,Own,739817,44
N,527994,7,D,20,Own,2333517,61
N,848433,7,A,46,Mortgage,2410295,44
N,430204,10,B,30,Rent,13651842,25
N,40258,14,C,48,Mortgage,571766,51
N,487422,13,B,41,Own,6754988,43
N,812160,10,B,9,Own,3641004,41
N,885910,7,C,47,Own,8433222,46
N,803969,14,B,23,Own,7999681,61
N,117207,11,B,6,Mortgage,12430710,58
N,116940,7,B,43,Rent,13714066,38
N,617467,11,B,53,Own,6204029,54
N,696328,13,A,42,Own,9956023,45
N,546177,10,C,32,Rent,4348592,35
N,917044,12,B,55,Rent,13870346,51
N,126109,7,B,28,Own,6160405,36
N,186097,8,D,16,Own,8902479,36
N,788149,12,A,54,Rent,13453749,49
N,123289,13,D,21,Mortgage,11166829,32
N,426702,7,B,40,Own,10160993,36
N,515681,7,B,22,Rent,7323895,29
N,475325,10,D,12,Rent,3807010,58
N,883876,14,C,14,Rent,4023904,38
N,711309,12,C,49,Mortgage,795921,48
N,848507,12,D,44,Rent,13244410,63
N,673030,8,C,18,Mortgage,12043085,28
N,520717,13,A,50,Rent,4076223,37
N,197099,7,B,45,Rent,7974241,63
N,639359,11,B,43,Mortgage,13312255,27
N,867626,10,A,10,Own,11250124,63
N,841361,12,D,54,Own,7643669,64
Y,546737,9,B,22,Rent,5974911,53
Y,789407,12,D,9,Rent,1562152,36
Y,325624,12,C,23,Own,10591897,59
Y,536254,12,A,31,Mortgage,10266436,46
Y,443469,14,A,39,Own,3891370,58
Y,70342,11,C,23,Own,5300338,37
Y,309714,14,A,17,Rent,7154734,57
Y,912648,9,A,8,Mortgage,12354052,62
Y,909234,11,A,33,Mortgage,14038402,36
Y,439095,14,B,15,Rent,10190653,36
Y,316766,7,A,45,Own,7972742,39
Y,515087,11,C,34,Mortgage,10227730,40
Y,486902,11,C,35,Rent,14317368,30
Y,746825,9,A,5,Own,8523054,30
Y,481771,11,B,38,Mortgage,11449397,50
Y,845462,7,C,11,Rent,9479440,56
Y,153615,14,D,10,Rent,319228,58
Y,793345,9,C,25,Rent,13451226,45
Y,117516,7,D,46,Rent,5480307,56
Y,553693,9,D,7,Mortgage,5744825,62
Y,777220,8,D,19,Own,14731180,46
Y,391317,7,C,24,Mortgage,1968202,48
Y,303426,12,C,12,Mortgage,12197775,50
Y,716786,11,B,25,Own,1917488,52
Y,72168,12,B,10,Rent,1305017,29
Y,896003,8,B,27,Rent,13230405,28
Y,114470,8,A,36,Rent,10844024,55
Y,50547,8,A,14,Own,11534568,55
Y,98630,9,B,23,Own,5487901,46
Y,949311,10,D,41,Own,14685665,48
Y,236745,12,A,27,Mortgage,2024053,53
Y,615632,14,D,50,Own,11341197,59
Y,497729,7,C,32,Own,11222117,31
Y,137748,12,D,48,Mortgage,8050585,49
Y,64539,8,A,7,Rent,1083947,57
Y,91085,11,D,39,Rent,6268788,36
Y,842776,14,A,50,Mortgage,10330190,56
Y,211820,8,D,38,Own,14860483,48
Y,372180,8,A,36,Mortgage,3509705,41
Y,872636,8,B,30,Own,9520366,59
Y,474186,13,C,26,Rent,8315913,59
Y,200171,14,D,11,Own,11438141,51
Y,620794,12,A,50,Mortgage,6604445,57
Y,46954,13,C,10,Mortgage,2359903,64
Y,239881,7,C,21,Mortgage,7849369,35
Y,466360,7,C,9,Mortgage,5042413,46
Y,710026,7,D,17,Rent,9370866,30
Y,163155,11,A,43,Own,3224403,48
Y,648892,11,A,34,Mortgage,13017540,56
Y,806713,11,D,33,Mortgage,9436203,26
Y,742573,14,D,50,Own,5814584,52
Y,848074,14,D,23,Mortgage,8418178,34
Y,104050,7,D,47,Own,10055554,60
Y,242559,8,A,48,Rent,13487953,62
Y,344667,14,A,10,Rent,5336252,64
Y,755415,8,D,28,Mortgage,8473634,60
Y,818243,11,B,47,Own,8007022,55
Y,166252,9,B,29,Mortgage,4704459,30
Y,852296,8,C,45,Rent,9100525,44
Y,489528,8,B,33,Rent,7940288,35
Y,840632,8,C,8,Rent,1361565,55
Y,530357,8,A,21,Mortgage,8630089,40
Y,879748,9,D,16,Own,13166956,58
Y,293770,13,B,55,Mortgage,6817270,42
Y,909314,9,D,41,Rent,7904388,55
Y,770961,13,C,30,Rent,1067842,25
Y,442723,9,B,41,Own,7447434,28
Y,232956,11,C,16,Own,14756346,59
Y,65968,14,D,30,Own,8092999,33
Y,342443,7,D,41,Own,6435929,44
Y,213812,7,B,6,Own,4230139,47
Y,883566,13,A,30,Mortgage,11841543,43
Y,775976,11,C,37,Own,8775563,27
Y,225003,8,A,51,Own,5110403,63
Y,373562,11,C,51,Rent,7118319,30
Y,462227,8,A,50,Own,13594861,29
Y,798313,8,A,10,Own,6427247,25
Y,857262,12,D,16,Own,11853417,34
Y,432012,13,D,8,Rent,14594760,28
Y,445847,14,D,10,Own,1209726,55
Y,776252,11,D,27,Rent,8182856,35
Y,558081,13,B,5,Own,2096275,25
Y,715837,7,A,51,Rent,5114020,65
Y,432891,11,C,23,Rent,3679185,53
Y,22444,14,A,36,Mortgage,3817459,30
Y,431831,7,A,40,Mortgage,9245543,47
Y,220429,11,C,52,Mortgage,13814092,58
Y,760245,10,C,11,Mortgage,7904770,59
Y,125218,11,B,8,Rent,8673516,46
Y,176655,14,D,25,Mortgage,1289637,51
Y,232448,10,B,5,Mortgage,5832532,62
Y,683729,14,B,27,Mortgage,2741068,52
Y,675141,11,C,13,Mortgage,7494584,45
Y,19369,10,B,43,Own,5216759,47
Y,410875,7,D,8,Mortgage,436752,35
Y,692668,11,B,13,Rent,7065758,51
Y,180626,14,B,15,Rent,8006201,63
Y,22303,10,D,38,Rent,6354467,61
Y,592417,12,A,53,Mortgage,407765,55
Y,501760,13,C,26,Mortgage,1098561,40
Y,941676,13,C,5,Own,7918686,41
Y,379085,7,B,34,Own,12044177,65
Y,660653,10,C,35,Own,723324,29
Y,847909,10,D,38,Mortgage,3276974,62
Y,25714,13,D,35,Own,10181846,29
Y,104400,11,A,28,Mortgage,2314828,63
Y,17224,12,D,16,Own,12543929,58
Y,540708,7,C,25,Rent,7975208,61
Y,396318,14,B,9,Rent,6890223,35
Y,220463,12,C,7,Rent,6415911,61
Y,753184,11,D,12,Mortgage,10105117,62
Y,35198,12,D,43,Mortgage,3678765,39
Y,100588,9,D,34,Mortgage,7722011,44
Y,201504,9,C,16,Rent,9287642,38
Y,277313,8,D,50,Own,4116151,50
Y,570803,12,C,20,Mortgage,7996733,30
Y,662754,11,D,45,Rent,10785989,49
Y,331849,9,D,37,Own,7157220,55
Y,125910,11,B,33,Mortgage,12695467,51
Y,347394,9,B,37,Rent,6692126,53
Y,190761,13,A,38,Own,14937162,30
Y,654344,11,A,45,Rent,12021557,28
Y,804943,10,A,44,Rent,13456498,65
Y,742534,9,B,35,Own,10405758,43
Y,479743,14,B,7,Own,181517,64
Y,532549,9,D,55,Rent,10450440,25
Y,210732,13,D,53,Own,13283244,58
Y,804783,10,C,46,Own,2917960,55
Y,670915,7,D,46,Rent,9384166,35
Y,11132,8,B,9,Mortgage,12991803,54
Y,942234,10,C,39,Own,2097540,33
Y,378317,7,C,45,Own,12677358,45
Y,678621,7,B,47,Mortgage,9958916,26
Y,315241,8,D,29,Rent,10820370,50
Y,836375,12,D,19,Rent,12180600,26
Y,716658,14,D,20,Rent,14771709,40
Y,508673,12,D,25,Mortgage,7881593,38
Y,612136,12,C,42,Rent,9321301,36
Y,100749,7,B,30,Own,14978183,61
Y,132237,14,D,51,Mortgage,12367720,43
Y,354602,8,D,29,Mortgage,2076356,47
Y,827112,7,D,6,Mortgage,2206349,36
Y,508590,10,C,8,Own,2000727,31
Y,790042,12,A,32,Own,3756026,29
Y,173728,12,A,18,Rent,2453279,60
Y,481807,8,D,27,Mortgage,14393667,49
Y,19491,10,C,34,Mortgage,1674380,60
Y,120264,10,C,22,Rent,5777943,27
Y,310033,7,C,47,Own,9749325,60
Y,599650,14,C,21,Rent,5877907,45
Y,626840,11,B,47,Own,11401445,59
Y,286738,13,A,26,Own,793840,39
Y,807615,9,B,15,Own,9472322,44
Y,936571,10,A,35,Rent,14942414,35
Y,840165,10,B,24,Own,11309205,35
Y,216981,13,B,44,Own,14653819,64
Y,704799,14,A,44,Own,4275436,32
Y,127983,13,D,5,Own,8691554,40
Y,658751,11,C,36,Own,11641587,31
Y,215928,12,A,44,Mortgage,8404871,49
Y,666393,12,D,26,Rent,6851101,52
Y,386701,7,A,47,Rent,10995768,36
Y,897144,11,D,39,Mortgage,443520,29
Y,108410,13,D,14,Own,3264307,45
Y,697298,8,C,24,Own,7833732,63
Y,892106,13,B,19,Rent,13842670,34
Y,397171,11,C,31,Mortgage,1274438,57
Y,88800,10,B,25,Rent,2805967,40
Y,52245,12,D,11,Own,5382254,61
Y,718377,7,C,52,Mortgage,9102708,62
Y,726358,11,B,53,Own,1930908,28
Y,379983,12,B,20,Mortgage,5524769,55
Y,743239,8,C,5,Rent,6945162,34
Y,777297,11,B,39,Own,8557400,28
Y,585498,7,B,44,Mortgage,3383525,42
Y,104213,13,D,18,Rent,4290900,61
Y,720054,7,D,41,Rent,13102964,28
Y,184261,12,B,48,Mortgage,2451597,26
Y,162798,11,B,32,Rent,8183923,56
Y,745167,10,B,54,Mortgage,13034432,55
Y,352065,12,D,21,Rent,2785244,36
Y,128104,10,B,35,Mortgage,6268150,30
Y,805672,10,C,25,Mortgage,11349005,25
Y,362297,8,B,13,Mortgage,3458694,62
Y,194945,7,D,30,Rent,14214657,65
Y,539244,10,A,15,Own,13018158,37
Y,260033,12,B,32,Mortgage,9009360,50
Y,182852,12,D,53,Mortgage,9230509,48
Y,133579,7,D,41,Mortgage,3136964,37
Y,524196,12,B,49,Rent,10248958,30
Y,734591,12,A,43,Rent,3719672,62
Y,927482,13,B,17,Rent,7622434,30
Y,745709,8,A,27,Mortgage,5352437,58
Y,196737,13,A,6,Mortgage,11922304,50
Y,419886,13,B,39,Mortgage,12057090,52
Y,702070,7,D,26,Rent,10381284,32
Y,795066,7,D,24,Own,1230184,64
Y,15338,13,A,51,Rent,11423252,54
Y,670925,8,A,13,Mortgage,7384863,47
Y,410333,13,C,40,Own,2855812,42
Y,248939,12,B,45,Rent,11909214,43
Y,131871,13,A,27,Own,13730526,47
Y,748635,11,C,19,Mortgage,14935401,37
Y,825510,9,C,20,Rent,5525131,49
Y,673338,13,D,44,Mortgage,14033415,35
Y,506762,14,D,26,Own,2740559,43
Y,255059,8,C,7,Mortgage,6443652,64
Y,255724,14,B,43,Mortgage,1369029,62
Y,569989,11,C,13,Mortgage,6002064,25
Y,595523,8,A,17,Mortgage,540876,65
Y,672203,8,A,24,Rent,12492808,46
Y,444719,7,A,9,Mortgage,3278292,60
Y,60712,10,A,10,Rent,1292928,63
Y,522469,9,C,18,Own,10721140,25
Y,20978,14,B,45,Own,12527535,26
Y,856349,11,A,11,Rent,6927283,26
Y,828663,7,D,37,Rent,14526669,40
Y,11966,11,B,23,Rent,400209,50
Y,925736,11,D,42,Rent,8502119,39
Y,246176,11,C,36,Own,8664329,42
Y,191924,13,A,52,Rent,9990113,65
Y,637993,7,A,38,Mortgage,8812888,45
Y,476672,7,B,42,Rent,11226943,49
Y,917261,11,B,11,Mortgage,958256,51
Y,648961,13,C,21,Rent,5515956,46
Y,97915,8,B,55,Rent,2978417,61
Y,146166,9,B,10,Mortgage,7870307,29
Y,163186,13,A,34,Own,13690639,40
Y,135309,7,C,20,Mortgage,1378613,25
Y,165875,12,C,34,Mortgage,3260054,58
Y,628601,7,B,24,Mortgage,11610082,56
Y,914483,13,B,26,Mortgage,12230689,25
Y,399286,14,A,36,Mortgage,8924854,40
Y,447919,13,D,30,Rent,10110321,35
Y,682872,12,B,11,Rent,11921670,27
Y,675042,12,D,48,Mortgage,3537808,49
Y,541985,13,C,15,Rent,11044835,60
Y,402996,14,D,49,Own,7330338,34
Y,177418,12,C,24,Mortgage,6693851,51
Y,519036,13,D,22,Mortgage,8155373,36
Y,711370,13,A,47,Own,5554987,63
Y,736718,7,B,5,Rent,14103878,34
Y,470368,7,B,15,Mortgage,7592086,65
Y,590324,12,A,22,Mortgage,9486244,25
Y,161450,10,D,20,Mortgage,221303,29
Y,318560,10,B,50,Own,4112592,32
Y,64418,7,D,21,Rent,2176712,58
Y,753813,7,B,17,Rent,261224,36
Y,562347,9,C,24,Own,9570447,31
Y,125859,11,A,55,Rent,2933269,34
Y,343600,12,C,36,Own,11978340,65
Y,380802,13,D,14,Mortgage,1968664,63
Y,234716,10,D,55,Rent,3327657,41
Y,87836,11,C,12,Mortgage,1320789,29
Y,947109,8,B,53,Own,4553424,35
Y,215146,9,D,8,Mortgage,11380828,40
Y,590049,7,A,34,Rent,3443046,55
Y,259715,12,D,14,Mortgage,6521146,65
Y,691051,7,B,6,Rent,4195558,36
Y,778213,14,C,8,Own,13427300,30
Y,548224,11,C,6,Rent,10708738,27
Y,261362,13,A,25,Rent,7266751,65
Y,882756,11,A,27,Mortgage,654886,46
Y,70858,9,D,14,Rent,3021361,25
Y,118946,13,A,40,Rent,8962102,25
Y,22606,14,B,26,Rent,3984631,55
Y,41510,12,B,44,Rent,14396829,59
Y,677158,14,A,46,Rent,9062056,56
Y,927113,14,B,13,Own,11942076,32
Y,874428,7,D,46,Rent,7330705,51
Y,928487,9,A,48,Rent,11461518,52
Y,104258,8,C,15,Mortgage,2918867,63
Y,291265,14,A,18,Own,356104,54
Y,505720,13,B,16,Own,1761318,60
Y,57460,13,A,15,Rent,6281126,28
Y,158937,14,C,29,Own,7398579,61
Y,862022,11,A,45,Own,10811457,51
Y,322537,13,B,38,Rent,13773738,55
Y,650456,13,B,7,Rent,6405495,59
Y,506986,11,B,19,Mortgage,13695169,36
Y,936775,14,B,30,Rent,13918741,53
Y,484163,10,C,47,Mortgage,6817328,26
Y,14761,13,A,29,Own,2476902,53
Y,616319,7,D,44,Mortgage,7241801,57
Y,366567,13,D,16,Own,10571543,58
Y,349931,12,D,53,Mortgage,4226065,62
Y,660516,13,C,53,Mortgage,11271888,37
Y,403248,7,D,32,Rent,11798607,40
Y,452507,8,B,10,Rent,7049316,48
Y,882690,13,A,52,Mortgage,7265889,40
Y,55655,10,D,10,Rent,9173717,59
Y,404794,10,B,20,Rent,11894262,64
Y,202304,10,C,14,Rent,8770955,42
Y,797352,10,B,50,Own,14459146,51
Y,923154,14,D,43,Own,7495033,40
Y,344529,11,B,10,Own,6747947,50
Y,863683,9,C,35,Mortgage,13871458,48
Y,317750,7,D,37,Mortgage,11970986,27
Y,441524,10,A,14,Own,4549739,58
Y,457590,12,B,54,Own,13319880,39
Y,577411,13,B,45,Mortgage,4324199,57
Y,706168,10,D,18,Mortgage,1989134,39
Y,719197,14,C,54,Rent,3103767,43
Y,499375,8,B,23,Own,9698161,53
Y,441737,13,B,13,Own,4065610,45
Y,933919,8,A,38,Rent,7915049,38
Y,669657,9,C,20,Mortgage,7391845,36
Y,625859,12,D,43,Rent,13435653,26
Y,866430,7,D,31,Mortgage,1967651,63
Y,570855,14,A,48,Own,10968240,64
Y,442563,7,C,44,Own,7557522,27
Y,201680,8,D,15,Own,9620832,27
Y,327724,10,C,51,Mortgage,7459673,43
Y,901651,11,C,25,Own,5865079,25
Y,519570,13,A,42,Mortgage,6578078,25
Y,662509,9,D,14,Rent,1647962,35
Y,735704,11,C,22,Mortgage,3194443,34
Y,367674,7,A,49,Own,4813304,43
Y,847518,7,A,31,Rent,7675589,38
Y,807504,9,B,21,Rent,4069316,37
Y,635527,10,D,54,Mortgage,14884599,48
Y,705462,13,D,40,Rent,2319843,25
Y,736131,10,B,16,Mortgage,2567759,46
Y,590424,8,B,42,Mortgage,6620537,51
Y,903470,8,A,17,Own,1270967,32
Y,893527,13,D,22,Rent,6137257,59
Y,104788,10,A,6,Own,11797648,42
Y,227920,10,D,8,Mortgage,4888502,32
Y,582952,13,B,29,Mortgage,9105539,32
Y,895218,12,B,8,Mortgage,7912982,56
Y,314780,14,B,38,Own,12251030,53
Y,523949,11,D,54,Rent,13405180,32
Y,190152,12,C,24,Rent,6512580,52
Y,164942,9,A,12,Own,8941999,33
Y,184664,8,A,17,Own,11726575,32
Y,886542,14,C,37,Rent,1016052,43
Y,576573,12,B,41,Own,6230497,47
Y,937313,11,A,50,Own,4713527,35
Y,283703,7,C,5,Rent,3259914,47
Y,866746,10,B,50,Mortgage,11575571,38
Y,557988,9,D,45,Rent,5353773,43
Y,651236,14,D,16,Own,1031034,49
Y,216262,12,B,47,Own,5963850,35
Y,538452,8,D,24,Own,10100451,65
Y,27225,9,B,39,Mortgage,144889,32
Y,507967,14,B,48,Rent,7626214,30
Y,711865,7,A,18,Mortgage,7397308,61
Y,695897,9,B,35,Mortgage,7844779,42
Y,299721,8,D,39,Mortgage,310977,60
Y,109172,13,A,18,Mortgage,4401745,26
Y,274979,14,D,5,Mortgage,8828557,61
Y,796241,14,A,26,Mortgage,7285090,45
Y,261473,12,D,23,Own,4259320,35
Y,933955,8,B,6,Rent,11695470,29
Y,798356,13,C,20,Mortgage,12383842,43
Y,178211,11,D,25,Rent,13453930,29
Y,102840,7,A,26,Mortgage,3564323,55
Y,652189,8,A,32,Mortgage,7382237,63
Y,441639,14,A,50,Own,13994838,39
Y,686481,10,A,39,Rent,9135558,59
Y,232807,8,D,39,Mortgage,7015180,58
Y,864452,12,C,42,Mortgage,7657488,27
Y,551822,10,D,22,Mortgage,996171,41
Y,461410,9,C,16,Own,8873734,40
Y,320817,12,B,38,Rent,14474019,45
Y,151326,10,B,40,Own,3399468,44
Y,142791,9,B,51,Rent,12495371,44
Y,776174,12,B,6,Rent,8510145,61
Y,486543,14,B,6,Rent,4729752,61
Y,354010,10,A,13,Rent,12251476,38
Y,444011,12,B,11,Rent,4178469,38
Y,118789,7,B,18,Rent,9886018,49
Y,135666,12,B,10,Own,4107075,27
Y,810316,9,B,8,Rent,11494013,48
Y,581727,8,C,48,Rent,1316839,52
Y,184046,10,A,31,Own,10406622,25
Y,747992,11,A,23,Rent,822820,58
Y,425797,11,D,39,Mortgage,9545953,46
Y,141375,14,D,23,Mortgage,1853405,36
Y,561119,11,B,40,Own,5010333,39
Y,53572,8,D,6,Mortgage,11207556,64
Y,194222,8,A,13,Mortgage,6753635,59
Y,569244,9,A,6,Rent,14006183,55
Y,111765,10,B,48,Rent,7638997,50
Y,169680,13,A,53,Rent,392037,42
Y,325696,12,C,49,Mortgage,6170983,51
Y,662031,13,A,50,Mortgage,13922478,32
Y,771846,12,B,48,Own,8257335,36
